"year","month","day","latitude","longitude","scientific_name","common_name","iconic_taxon_name","taxon_class_name","taxon_order_name","Invasive"
2019,9,28,44.93707695,-64.51675472,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2019,10,13,44.9007866,-64.08369052,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2019,10,13,44.90052514,-64.08397947,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2019,10,16,44.63753828,-63.60473497,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2019,11,14,44.62004167,-63.57349667,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2019,11,27,44.62035833,-63.57428333,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,2,5,44.63637972,-63.59378194,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,3,12,44.63316792,-63.59888189,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,4,25,44.6917422,-63.54469393,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,4,26,46.333333,-60.4166671,"Ascidiacea","Sea Squirts","Animalia","Ascidiacea","","Tunicate"
2020,4,26,45.0027936,-64.80036058,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,17,44.58828611,-64.65482778,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,18,43.9964,-65.91576333,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,19,44.59432778,-64.65615556,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,5,20,45.02286694,-64.40024246,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,5,20,45.02277428,-64.40006074,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,20,43.996482,-65.915733,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,22,44.46319799,-63.60976721,"Salpida","Salps","Animalia","Thaliacea","Salpida","Tunicate"
2020,5,23,44.58929937,-64.65054352,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,5,24,44.68899925,-63.49691628,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,24,45.01225,-64.38375,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,27,44.67902517,-65.48701722,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,5,31,44.59139444,-64.65389444,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,5,31,44.46244143,-63.70823775,"Botrylloides","","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,5,31,44.58665556,-64.65003333,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,6,1,44.93470143,-64.7720129,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,6,9,43.99645752,-65.91601712,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,6,13,44.52611167,-63.94777833,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,6,14,44.95951797,-64.86548322,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,6,16,44.70256167,-63.55473,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,6,17,44.70664597,-63.72495083,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,6,19,45.05890283,-64.66833667,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,6,21,44.69708333,-63.554025,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,6,21,45.74142171,-63.5185142,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,6,21,44.533333,-66.05,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,6,28,44.93555556,-64.50944444,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,6,30,44.69737,-63.55199667,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,7,3,44.67532419,-63.55207907,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,6,44.65063095,-63.49682715,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,7,10,44.47860132,-63.59952436,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,7,10,44.71575187,-65.44168371,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,15,44.34896246,-65.14312349,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,15,44.34188389,-65.86487806,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,18,44.35149275,-65.8499661,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,20,44.86356454,-64.09758645,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,22,44.69705333,-63.55393833,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,22,44.77991764,-63.65892893,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,24,44.69618833,-63.55996667,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,7,25,44.35597685,-64.2327376,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,7,25,44.84355333,-64.23999667,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,7,26,44.50077167,-63.922525,"Ascidiacea","Sea Squirts","Animalia","Ascidiacea","","Tunicate"
2020,8,3,44.21063145,-64.43745935,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,8,3,45.63869167,-62.01808883,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,8,4,44.6761566,-63.5398583,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,8,5,44.74428308,-63.56234337,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,8,6,44.47794775,-64.52897801,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,8,8,44.49835154,-63.91969722,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,8,13,44.98493667,-64.50160333,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,8,17,45.06572217,-64.59840333,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,8,19,44.32205319,-65.18976208,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,8,19,44.59571723,-64.05925121,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,8,20,44.215556,-65.241111,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,8,21,45.24988833,-61.21515333,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,8,21,45.24985833,-61.21516333,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,8,21,45.24986333,-61.21515,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,8,29,44.43461992,-65.19599788,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,8,29,44.31099884,-64.55466789,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,8,29,44.31093833,-64.55460333,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,8,31,44.64323018,-63.9128789,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,9,1,45.00694722,-64.37815,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,9,5,44.85388833,-63.64377,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,9,11,44.79404167,-62.84386167,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,9,11,45.02348333,-64.39459167,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,9,12,44.381565,-65.205375,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,9,12,44.70927833,-63.55009667,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,9,18,44.69186333,-63.54616167,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,9,18,44.37355966,-64.56995255,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,9,19,44.63777812,-63.61427196,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,9,19,44.65317654,-63.99153918,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,9,19,44.65357305,-63.99332496,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,9,19,46.12593476,-60.20087723,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,9,19,46.12624035,-60.20053704,"Ciona","","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,9,20,44.63297833,-63.59832,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,9,20,44.6724722,-63.54936262,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,9,20,44.37346864,-64.5705816,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2020,9,26,44.69917167,-63.55790833,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,9,26,44.465555,-63.740555,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,9,27,44.69780833,-63.56001333,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,10,1,44.64175531,-63.56747465,"Tunicata","Tunicates","Animalia","","","Tunicate"
2020,10,5,44.63188274,-63.5948994,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,10,14,44.46324178,-65.2897441,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,10,15,44.48011667,-63.78520333,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,10,16,44.46270936,-65.28873995,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,10,18,44.472725,-63.72394167,"Phlebobranchia","","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,10,18,44.63231361,-63.93596329,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,10,18,45.1604024,-64.35500651,"Diplosoma listerianum","Jelly Crust Tunicate","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2020,10,19,44.26010094,-64.24979632,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,10,19,44.26010094,-64.24979632,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,10,19,44.63498,-63.61419667,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,10,19,44.6475811,-63.5727683,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,10,20,44.63305333,-63.59868833,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,11,6,44.633145,-63.59871667,"Ascidiacea","Sea Squirts","Animalia","Ascidiacea","","Tunicate"
2020,11,7,46.2915952,-60.440512,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,11,13,44.63179942,-63.59488497,"Tunicata","Tunicates","Animalia","","","Tunicate"
2020,11,15,44.63701667,-63.61431333,"Ascidiella aspersa","European ascidian","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,11,21,44.63313333,-63.598655,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,11,24,44.64109709,-63.61622337,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,12,3,44.49769075,-64.06526963,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,12,3,44.49769075,-64.06526963,"Styelidae","","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,12,3,44.49769075,-64.06526963,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,12,11,44.63321185,-63.5988244,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2020,12,19,44.63302161,-63.93510232,"Ascidia","","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,12,26,44.53586737,-64.2417094,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2020,12,28,43.90742111,-65.88147736,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2020,12,30,44.64466823,-63.37913303,"Boltenia ovifera","Stalked tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,1,44.67786306,-63.6026549,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,1,44.6334332,-63.5923154,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,1,1,44.6283693,-63.5949627,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,1,1,44.6278924,-63.5948206,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,14,44.56204428,-64.20227533,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,14,44.56204428,-64.20227533,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,14,44.56204428,-64.20227533,"Styelidae","","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,14,44.56204428,-64.20227533,"Tunicata","Tunicates","Animalia","","","Tunicate"
2021,1,28,44.61483654,-64.05722121,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,28,44.61483654,-64.05722121,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,1,30,44.61992,-63.571995,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,2,15,45.144445,-64.84045,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,2,15,45.14438064,-64.84124073,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,2,21,45.170807,-64.746383,"Diplosoma listerianum","Jelly Crust Tunicate","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,2,27,44.23335316,-64.37009908,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,2,27,44.23336292,-64.36986869,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,2,27,44.23336292,-64.36986869,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,2,27,44.23336292,-64.36986869,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,2,28,45.16049333,-64.78539667,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,2,28,44.6375322,-63.6044248,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,3,11,44.33541157,-64.29195439,"Ascidia","","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,3,11,44.33541157,-64.29195439,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,11,44.33541157,-64.29195439,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,11,44.33331667,-64.28836,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,12,44.6281248,-63.5949575,"Styela clava","Stalked Sea Squirt","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,28,44.39299444,-64.26414444,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,28,44.39314238,-64.26347137,"Styela clava","Stalked Sea Squirt","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,28,45.145515,-64.83746167,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,3,28,45.145705,-64.83753333,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,3,28,45.145745,-64.83752333,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,3,28,45.14590167,-64.83701333,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,3,28,44.39284011,-64.26583576,"Styela clava","Stalked Sea Squirt","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,28,44.39284011,-64.26583576,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,3,28,44.63562187,-64.0593586,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,3,28,44.63664288,-64.05974752,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,30,43.52297001,-65.60695657,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,30,43.527233,-65.609274,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,3,30,43.52607333,-65.60544667,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,3,30,43.525915,-65.60529,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,4,3,44.46886808,-63.78406778,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,4,3,44.46886949,-63.7840718,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,4,8,44.77457893,-62.78052743,"Ascidiacea","Sea Squirts","Animalia","Ascidiacea","","Tunicate"
2021,4,10,44.37695333,-64.29754333,"Styela clava","Stalked Sea Squirt","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,4,10,44.37748317,-64.29803045,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,4,10,44.37748317,-64.29803045,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,4,10,44.37748317,-64.29803045,"Botrylloides violaceus","Chain Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,4,25,44.37069133,-64.8734402,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2021,4,26,45.1606,-64.78590333,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,4,27,44.19471097,-65.93932997,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2021,4,29,45.1697879,-64.756468,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,4,29,45.17316833,-64.75667667,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,4,29,45.15191,-64.818655,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,5,1,44.66325927,-63.51245783,"Esox niger","Chain Pickerel","Actinopterygii","Actinopterygii","Esociformes","Chain Pickerel"
2021,5,2,44.48944444,-63.72694444,"Ciona intestinalis","Sea Vase","Animalia","Ascidiacea","Phlebobranchia","Tunicate"
2021,5,2,44.48831218,-63.72665728,"Botryllus schlosseri","Star Tunicate","Animalia","Ascidiacea","Stolidobranchia","Tunicate"
2021,5,3,45.09006383,-64.2891,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2021,5,7,43.99651147,-65.91579399,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2021,5,15,44.85496333,-63.66162167,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2021,5,17,45.00685555,-64.378005,"Micropterus dolomieu","Smallmouth Bass","Actinopterygii","Actinopterygii","Centrarchiformes","Smallmouth Bass"
2021,5,29,45.19814783,-64.64365241,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
2021,5,29,45.138225,-64.859855,"Didemnum albidum","Northern White Crust","Animalia","Ascidiacea","Aplousobranchia","Tunicate"
